Corrected Roll,Corrected Pitch,Gesture Map,Predicted Gesture
-2,5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
7,-9,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-46,-38,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 2, 'Tilt Right': 0}", Neutral
-39,-44,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 4, 'Tilt Right': 0}", Neutral
-32,-35,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 6, 'Tilt Right': 0}", Neutral
-22,-22,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
-15,-12,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
-10,-6,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
-5,0,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
-2,3,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
0,6,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
2,8,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
3,9,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
3,10,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
4,10,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 8, 'Tilt Right': 0}", Swipe Left
5,10,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 6, 'Tilt Right': 0}", Swipe Left
5,9,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 4, 'Tilt Right': 0}", Swipe Left
4,8,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Swipe Left
5,7,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Left
4,6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
4,5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
2,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,-3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-16,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-23,-32,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
-66,-47,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 3, 'Tilt Right': 0}", Neutral
-117,-63,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 6, 'Tilt Right': 0}", Neutral
-141,-72,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 8, 'Tilt Right': 0}", Swipe Left
-109,-74,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 10, 'Tilt Right': 0}", Swipe Left
-84,-65,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 12, 'Tilt Right': 0}", Swipe Left
-54,-45,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 15, 'Tilt Right': 0}", Swipe Left
-38,-33,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 17, 'Tilt Right': 0}", Swipe Left
-20,-20,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 20, 'Tilt Right': 0}", Swipe Left
-11,-13,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 20, 'Tilt Right': 0}", Swipe Left
-5,-7,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 20, 'Tilt Right': 0}", Swipe Left
2,0,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 20, 'Tilt Right': 0}", Swipe Left
5,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 20, 'Tilt Right': 0}", Swipe Left
7,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 18, 'Tilt Right': 0}", Swipe Left
9,5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 15, 'Tilt Right': 0}", Swipe Left
9,5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 13, 'Tilt Right': 0}", Swipe Left
9,5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 10, 'Tilt Right': 0}", Swipe Left
9,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 7, 'Tilt Right': 0}", Swipe Left
8,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 4, 'Tilt Right': 0}", Swipe Left
Corrected Roll,Corrected Pitch,Gesture Map,Predicted Gesture
0,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-15,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-31,"{'Tilt Up': 0, 'Tilt Down': 3, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-41,"{'Tilt Up': 0, 'Tilt Down': 5, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-48,"{'Tilt Up': 0, 'Tilt Down': 7, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-52,"{'Tilt Up': 0, 'Tilt Down': 9, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-57,"{'Tilt Up': 0, 'Tilt Down': 12, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-59,"{'Tilt Up': 0, 'Tilt Down': 15, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-61,"{'Tilt Up': 0, 'Tilt Down': 18, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-61,"{'Tilt Up': 0, 'Tilt Down': 21, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-61,"{'Tilt Up': 0, 'Tilt Down': 23, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-61,"{'Tilt Up': 0, 'Tilt Down': 25, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-60,"{'Tilt Up': 0, 'Tilt Down': 27, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-59,"{'Tilt Up': 0, 'Tilt Down': 29, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-59,"{'Tilt Up': 0, 'Tilt Down': 30, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-1,-58,"{'Tilt Up': 0, 'Tilt Down': 30, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-1,-54,"{'Tilt Up': 0, 'Tilt Down': 30, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-45,"{'Tilt Up': 0, 'Tilt Down': 30, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,-30,"{'Tilt Up': 0, 'Tilt Down': 30, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,-20,"{'Tilt Up': 0, 'Tilt Down': 29, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,-9,"{'Tilt Up': 0, 'Tilt Down': 26, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,-2,"{'Tilt Up': 0, 'Tilt Down': 23, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,1,"{'Tilt Up': 0, 'Tilt Down': 21, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,4,"{'Tilt Up': 0, 'Tilt Down': 19, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,6,"{'Tilt Up': 0, 'Tilt Down': 16, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,6,"{'Tilt Up': 0, 'Tilt Down': 13, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,6,"{'Tilt Up': 0, 'Tilt Down': 11, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,5,"{'Tilt Up': 0, 'Tilt Down': 9, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,5,"{'Tilt Up': 0, 'Tilt Down': 6, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,4,"{'Tilt Up': 0, 'Tilt Down': 4, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,3,"{'Tilt Up': 0, 'Tilt Down': 2, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-4,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-4,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-4,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-4,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-4,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,8,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,17,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,32,"{'Tilt Up': 3, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,41,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,52,"{'Tilt Up': 8, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,59,"{'Tilt Up': 11, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
0,63,"{'Tilt Up': 13, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,66,"{'Tilt Up': 16, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,68,"{'Tilt Up': 19, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,68,"{'Tilt Up': 22, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
0,66,"{'Tilt Up': 25, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,64,"{'Tilt Up': 27, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
1,58,"{'Tilt Up': 29, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
1,48,"{'Tilt Up': 30, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
2,27,"{'Tilt Up': 30, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
2,14,"{'Tilt Up': 29, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
2,-1,"{'Tilt Up': 26, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
2,-8,"{'Tilt Up': 24, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
1,-13,"{'Tilt Up': 22, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
0,-18,"{'Tilt Up': 19, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
0,-20,"{'Tilt Up': 17, 'Tilt Down': 1, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,-22,"{'Tilt Up': 14, 'Tilt Down': 4, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,-22,"{'Tilt Up': 12, 'Tilt Down': 6, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-2,-22,"{'Tilt Up': 9, 'Tilt Down': 9, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-2,-21,"{'Tilt Up': 6, 'Tilt Down': 12, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-2,-20,"{'Tilt Up': 4, 'Tilt Down': 14, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-3,-19,"{'Tilt Up': 2, 'Tilt Down': 14, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-18,"{'Tilt Up': 0, 'Tilt Down': 14, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-16,"{'Tilt Up': 0, 'Tilt Down': 14, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-16,"{'Tilt Up': 0, 'Tilt Down': 14, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-2,-15,"{'Tilt Up': 0, 'Tilt Down': 14, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-14,"{'Tilt Up': 0, 'Tilt Down': 14, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-13,"{'Tilt Up': 0, 'Tilt Down': 13, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-12,"{'Tilt Up': 0, 'Tilt Down': 11, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-11,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-10,"{'Tilt Up': 0, 'Tilt Down': 5, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-8,"{'Tilt Up': 0, 'Tilt Down': 3, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-8,-3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-38,-3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 2, 'Tilt Right': 0}", Neutral
